Location,Region,TL,TR,reporting_date,sCh,cCh,deaths,CFR
AFR::CMR::North-West::Tubah Health District,North-West,2015-06-08,2015-06-14,2015-06-14,83,0,0,
AFR::CMR::South-West::Limbe Health District,South-West,2018-01-01,2018-01-07,2018-01-07,0,0,0,
AFR::CMR::North::Guider Health District,North,2016-08-29,2016-09-04,2016-09-04,0,0,0,
AFR::CMR::East::Moloundou Health District,East,2013-10-21,2013-10-27,2013-10-27,0,0,0,
AFR::CMR::Adamaoua::Bankim Health District,Adamaoua,2010-06-21,2010-06-27,2010-06-27,0,0,0,
AFR::CMR::North::Lagdo Health District,North,2016-08-29,2016-09-04,2016-09-04,128,69,0,0.0
AFR::CMR::North::Mayo Oulo Health District,North,2016-08-29,2016-09-04,2016-09-04,401,231,4,1.73
AFR::CMR::Littoral::Yabassi Health District,Littoral,2015-02-23,2015-03-01,2015-03-01,0,0,0,
AFR::CMR::North::Ngong Health District,North,2016-08-29,2016-09-04,2016-09-04,0,0,0,
AFR::CMR::South::Zoetele Health District,South,2016-11-14,2016-11-20,2016-11-20,0,0,0,
AFR::CMR::West::Bafang Health District,West,2016-11-14,2016-11-20,2016-11-20,22,0,0,
AFR::CMR::Adamaoua::Ngaoundere Urban Health District,Adamaoua,2010-10-04,2010-10-10,2010-10-10,0,0,0,
AFR::CMR::West::Baham Health District,West,2016-11-14,2016-11-20,2016-11-20,56,15,0,0.0
AFR::CMR::West::Bamendjou Health District,West,2016-11-14,2016-11-20,2016-11-20,0,0,0,
AFR::CMR::Adamaoua::Tibati Health District,Adamaoua,2010-10-04,2010-10-10,2010-10-10,0,0,0,
AFR::CMR::West::Bandja Health District,West,2016-11-14,2016-11-20,2016-11-20,0,0,0,
AFR::CMR::West::Bandjoun Health District,West,2016-11-14,2016-11-20,2016-11-20,0,0,0,
AFR::CMR::West::Bangangte Health District,West,2016-11-14,2016-11-20,2016-11-20,16,10,0,0.0
AFR::CMR::Adamaoua::Banyo Health District,Adamaoua,2010-06-21,2010-06-27,2010-06-27,0,0,0,
AFR::CMR::Adamaoua::Djohong Health District,Adamaoua,2010-06-21,2010-06-27,2010-06-27,0,0,0,
AFR::CMR::Adamaoua::Meiganga Health District,Adamaoua,2010-06-21,2010-06-27,2010-06-27,0,0,0,
AFR::CMR::Adamaoua::Ngaoundere Rural Health District,Adamaoua,2010-06-21,2010-06-27,2010-06-27,0,0,0,
AFR::CMR::Adamaoua::Tibati Health District,Adamaoua,2010-06-21,2010-06-27,2010-06-27,0,0,0,
AFR::CMR::Centre::Ayos Health District,Centre,2018-05-28,2018-06-03,2018-06-03,0,0,0,
AFR::CMR::Centre::Bafia Health District,Centre,2018-05-28,2018-06-03,2018-06-03,41,24,0,0.0
AFR::CMR::Centre::Efoulan Health District,Centre,2018-05-28,2018-06-03,2018-06-03,0,0,0,
AFR::CMR::Centre::Eseka Health District,Centre,2018-05-28,2018-06-03,2018-06-03,0,0,0,
AFR::CMR::Centre::Lolodorf Health District,Centre,2018-05-28,2018-06-03,2018-06-03,0,0,0,
AFR::CMR::Centre::Mbalmayo Health District,Centre,2018-05-28,2018-06-03,2018-06-03,0,0,0,
AFR::CMR::Centre::Mbankomo Health District,Centre,2018-05-28,2018-06-03,2018-06-03,0,0,0,
AFR::CMR::Far North::Mada Health District,Far North,2012-12-24,2012-12-30,2012-12-30,0,0,0,
AFR::CMR::Far North::Maga Health District,Far North,2012-12-24,2012-12-30,2012-12-30,0,0,0,
AFR::CMR::Far North::Makary Health District,Far North,2012-12-24,2012-12-30,2012-12-30,0,0,0,
AFR::CMR::Far North::Meri Health District,Far North,2012-12-24,2012-12-30,2012-12-30,0,0,0,
AFR::CMR::South-West::Limbe Health District,South-West,2011-07-04,2011-07-10,2011-07-10,98,0,0,
AFR::CMR::Centre::Efoulan Health District,Centre,2017-09-11,2017-09-17,2017-09-17,90,60,1,1.67
AFR::CMR::Centre::Elig Mfomo Health District,Centre,2017-09-11,2017-09-17,2017-09-17,0,0,0,
AFR::CMR::Centre::Esse Health District,Centre,2017-09-11,2017-09-17,2017-09-17,0,0,0,
AFR::CMR::Centre::Evodoula Health District,Centre,2017-09-11,2017-09-17,2017-09-17,0,0,0,
AFR::CMR::Centre::Mbalmayo Health District,Centre,2017-09-11,2017-09-17,2017-09-17,0,0,0,
AFR::CMR::Centre::Mbandjock Health District,Centre,2017-09-11,2017-09-17,2017-09-17,0,0,0,
AFR::CMR::South::Ambam Health District,South,2017-05-22,2017-05-28,2017-05-28,0,0,0,
AFR::CMR::South::Djoum Health District,South,2017-05-22,2017-05-28,2017-05-28,0,0,0,
AFR::CMR::South::Ebolowa Health District,South,2017-05-22,2017-05-28,2017-05-28,0,0,0,
AFR::CMR::South::Kribi Health District,South,2017-05-22,2017-05-28,2017-05-28,0,0,0,
AFR::CMR::South::Lolodorf Health District,South,2017-05-22,2017-05-28,2017-05-28,0,0,0,
AFR::CMR::South::Meyomessala Health District,South,2017-05-22,2017-05-28,2017-05-28,123,68,1,1.47
AFR::CMR::South::Mvangan Health District,South,2017-05-22,2017-05-28,2017-05-28,0,0,0,
AFR::CMR::South::Olamze Health District,South,2017-02-13,2017-02-19,2017-02-19,0,0,0,
AFR::CMR::South::Sangmelima Health District,South,2017-02-13,2017-02-19,2017-02-19,0,0,0,
AFR::CMR::South-West::Nguti Health District,South-West,2012-11-19,2012-11-25,2012-11-25,26,9,0,0.0
AFR::CMR::South-West::Tiko Health District,South-West,2012-11-19,2012-11-25,2012-11-25,0,0,0,
AFR::CMR::South-West::Tombel Health District,South-West,2012-11-19,2012-11-25,2012-11-25,0,0,0,
AFR::CMR::South-West::Wabane Health District,South-West,2012-11-19,2012-11-25,2012-11-25,0,0,0,
AFR::CMR::North::Guider Health District,North,2011-08-22,2011-08-28,2011-08-28,70,37,1,2.7
AFR::CMR::North::Gaschiga Health District,North,2011-08-22,2011-08-28,2011-08-28,39,26,0,0.0
AFR::CMR::North::Garoua 2 Health District,North,2011-08-22,2011-08-28,2011-08-28,385,182,2,1.1
AFR::CMR::Centre::Mbankomo Health District,Centre,2017-09-11,2017-09-17,2017-09-17,0,0,0,
AFR::CMR::Centre::Mfou Health District,Centre,2017-09-11,2017-09-17,2017-09-17,0,0,0,
AFR::CMR::Centre::Monatele Health District,Centre,2017-09-11,2017-09-17,2017-09-17,0,0,0,
AFR::CMR::Centre::Nanga Eboko Health District,Centre,2017-09-11,2017-09-17,2017-09-17,0,0,0,
AFR::CMR::Centre::Ndikinimeki Health District,Centre,2017-09-11,2017-09-17,2017-09-17,0,0,0,
AFR::CMR::Centre::Ngog Mapubi Health District,Centre,2017-09-11,2017-09-17,2017-09-17,0,0,0,
AFR::CMR::Centre::Mbankomo Health District,Centre,2011-09-26,2011-10-02,2011-10-02,0,0,0,
AFR::CMR::Centre::Mfou Health District,Centre,2011-09-26,2011-10-02,2011-10-02,0,0,0,
AFR::CMR::West::Foumbot Health District,West,2015-10-12,2015-10-18,2015-10-18,0,0,0,
AFR::CMR::East::Moloundou Health District,East,2010-08-23,2010-08-29,2010-08-29,0,0,0,
AFR::CMR::West::Galim Health District,West,2015-10-12,2015-10-18,2015-10-18,92,57,0,0.0
AFR::CMR::West::Kekem Health District,West,2015-10-12,2015-10-18,2015-10-18,0,0,0,
AFR::CMR::East::Ndelele Health District,East,2010-08-23,2010-08-29,2010-08-29,0,0,0,
AFR::CMR::West::Kouoptamo Health District,West,2015-10-12,2015-10-18,2015-10-18,0,0,0,
AFR::CMR::West::Malantouen Health District,West,2015-10-12,2015-10-18,2015-10-18,0,0,0,
AFR::CMR::East::Nguelemendouka Health District,East,2010-08-23,2010-08-29,2010-08-29,0,0,0,
AFR::CMR::West::Massangam Health District,West,2015-10-12,2015-10-18,2015-10-18,71,0,0,
AFR::CMR::West::Mbouda Health District,West,2015-10-12,2015-10-18,2015-10-18,39,12,0,0.0
AFR::CMR::Adamaoua::Tibati Health District,Adamaoua,2014-02-03,2014-02-09,2014-02-09,0,0,0,
AFR::CMR::Adamaoua::Ngaoundal Health District,Adamaoua,2014-02-03,2014-02-09,2014-02-09,0,0,0,
AFR::CMR::South-West::Akwaya Health District,South-West,2014-01-27,2014-02-02,2014-02-02,0,0,0,
AFR::CMR::South-West::Bakassi Health District,South-West,2014-01-27,2014-02-02,2014-02-02,0,0,0,
AFR::CMR::South-West::Bangem Health District,South-West,2014-01-27,2014-02-02,2014-02-02,0,0,0,
AFR::CMR::South-West::Buea Health District,South-West,2014-01-27,2014-02-02,2014-02-02,57,0,0,
AFR::CMR::Centre::Efoulan Health District,Centre,2013-12-23,2013-12-29,2013-12-29,0,0,0,
AFR::CMR::Centre::Elig Mfomo Health District,Centre,2013-12-23,2013-12-29,2013-12-29,0,0,0,
AFR::CMR::Centre::Eseka Health District,Centre,2013-12-23,2013-12-29,2013-12-29,0,0,0,
AFR::CMR::Centre::Esse Health District,Centre,2013-12-23,2013-12-29,2013-12-29,0,0,0,
AFR::CMR::Centre::Evodoula Health District,Centre,2013-12-23,2013-12-29,2013-12-29,0,0,0,
AFR::CMR::Centre::Mbalmayo Health District,Centre,2013-12-23,2013-12-29,2013-12-29,0,0,0,
AFR::CMR::Centre::Mbandjock Health District,Centre,2013-12-23,2013-12-29,2013-12-29,0,0,0,
AFR::CMR::West::Kekem Health District,West,2010-03-15,2010-03-21,2010-03-21,0,0,0,
AFR::CMR::West::Bafang Health District,West,2014-05-26,2014-06-01,2014-06-01,0,0,0,
AFR::CMR::West::Baham Health District,West,2014-05-26,2014-06-01,2014-06-01,60,31,1,3.23
AFR::CMR::West::Bandja Health District,West,2014-05-26,2014-06-01,2014-06-01,0,0,0,
AFR::CMR::West::Bandjoun Health District,West,2014-05-26,2014-06-01,2014-06-01,0,0,0,
AFR::CMR::West::Bangangte Health District,West,2014-05-26,2014-06-01,2014-06-01,0,0,0,
AFR::CMR::South::Mvangan Health District,South,2015-01-12,2015-01-18,2015-01-18,0,0,0,
AFR::CMR::South::Olamze Health District,South,2015-01-12,2015-01-18,2015-01-18,0,0,0,
AFR::CMR::South::Sangmelima Health District,South,2015-01-12,2015-01-18,2015-01-18,0,0,0,
AFR::CMR::South::Zoetele Health District,South,2015-01-12,2015-01-18,2015-01-18,0,0,0,
AFR::CMR::West::Bafang Health District,West,2015-01-12,2015-01-18,2015-01-18,0,0,0,
AFR::CMR::West::Baham Health District,West,2015-01-12,2015-01-18,2015-01-18,0,0,0,
AFR::CMR::West::Bamendjou Health District,West,2015-01-12,2015-01-18,2015-01-18,0,0,0,
AFR::CMR::South-West::Eyumodjock Health District,South-West,2016-01-25,2016-01-31,2016-01-31,0,0,0,
AFR::CMR::Far North::(Maroua 1 Health District|Maroua 2 Health District|Maroua 3 Health District),Far North,2010-01-18,2010-01-24,2010-01-24,0,0,0,
AFR::CMR::Centre::Yoko Health District,Centre,2016-06-20,2016-06-26,2016-06-26,0,0,0,
AFR::CMR::Adamaoua::Bankim Health District,Adamaoua,2016-06-20,2016-06-26,2016-06-26,0,0,0,
AFR::CMR::Adamaoua::Banyo Health District,Adamaoua,2016-06-20,2016-06-26,2016-06-26,0,0,0,
AFR::CMR::Adamaoua::Djohong Health District,Adamaoua,2016-06-20,2016-06-26,2016-06-26,0,0,0,
AFR::CMR::Adamaoua::Meiganga Health District,Adamaoua,2016-06-20,2016-06-26,2016-06-26,0,0,0,
AFR::CMR::Adamaoua::Ngaoundal Health District,Adamaoua,2016-06-20,2016-06-26,2016-06-26,0,0,0,
AFR::CMR::Adamaoua::Ngaoundere Rural Health District,Adamaoua,2016-06-20,2016-06-26,2016-06-26,0,0,0,
AFR::CMR::East::Mbang Health District,East,2013-04-01,2013-04-07,2013-04-07,0,0,0,
AFR::CMR::East::Messamena Health District,East,2013-04-01,2013-04-07,2013-04-07,0,0,0,
AFR::CMR::East::Moloundou Health District,East,2013-04-01,2013-04-07,2013-04-07,0,0,0,
AFR::CMR::East::Ndelele Health District,East,2013-04-01,2013-04-07,2013-04-07,0,0,0,
AFR::CMR::South-West::Eyumodjock Health District,South-West,2010-07-19,2010-07-25,2010-07-25,148,52,2,3.85
AFR::CMR::South-West::Fontem Health District,South-West,2010-07-19,2010-07-25,2010-07-25,0,0,0,
AFR::CMR::South-West::Konye Health District,South-West,2010-07-19,2010-07-25,2010-07-25,0,0,0,
AFR::CMR::South-West::Kumba Health District,South-West,2010-07-19,2010-07-25,2010-07-25,46,22,0,0.0
AFR::CMR::South-West::Limbe Health District,South-West,2010-07-19,2010-07-25,2010-07-25,0,0,0,
AFR::CMR::South-West::Mamfe Health District,South-West,2010-07-19,2010-07-25,2010-07-25,37,0,1,
AFR::CMR::Centre::Ebebda Health District,Centre,2014-09-08,2014-09-14,2014-09-14,0,0,0,
AFR::CMR::Centre::Efoulan Health District,Centre,2014-09-08,2014-09-14,2014-09-14,0,0,0,
AFR::CMR::Centre::Elig Mfomo Health District,Centre,2014-09-08,2014-09-14,2014-09-14,0,0,0,
AFR::CMR::Centre::Eseka Health District,Centre,2014-09-08,2014-09-14,2014-09-14,0,0,0,
AFR::CMR::Centre::Esse Health District,Centre,2014-09-08,2014-09-14,2014-09-14,0,0,0,
AFR::CMR::Centre::Evodoula Health District,Centre,2014-09-08,2014-09-14,2014-09-14,0,0,0,
AFR::CMR::Centre::Mbalmayo Health District,Centre,2014-09-08,2014-09-14,2014-09-14,0,0,0,
AFR::CMR::North-West::Ako Health District,North-West,2015-04-13,2015-04-19,2015-04-19,0,0,0,
AFR::CMR::North-West::Bafut Health District,North-West,2015-04-13,2015-04-19,2015-04-19,0,0,0,
AFR::CMR::North-West::Bali Health District,North-West,2015-04-13,2015-04-19,2015-04-19,0,0,0,
AFR::CMR::North-West::Bamenda Health District,North-West,2015-04-13,2015-04-19,2015-04-19,0,0,0,
AFR::CMR::North-West::Batibo Health District,North-West,2015-04-13,2015-04-19,2015-04-19,0,0,0,
AFR::CMR::North-West::Benakuma Health District,North-West,2015-04-13,2015-04-19,2015-04-19,0,0,0,
AFR::CMR::West::Penka Michel Health District,West,2010-05-17,2010-05-23,2010-05-23,0,0,0,
AFR::CMR::West::Santchou Health District,West,2010-05-17,2010-05-23,2010-05-23,0,0,0,
AFR::CMR::North-West::Ako Health District,North-West,2010-05-17,2010-05-23,2010-05-23,0,0,0,
AFR::CMR::North-West::Bafut Health District,North-West,2010-05-17,2010-05-23,2010-05-23,0,0,0,
AFR::CMR::North-West::Bali Health District,North-West,2010-05-17,2010-05-23,2010-05-23,0,0,0,
AFR::CMR::North-West::Bamenda Health District,North-West,2010-05-17,2010-05-23,2010-05-23,0,0,0,
AFR::CMR::North-West::Batibo Health District,North-West,2010-05-17,2010-05-23,2010-05-23,0,0,0,
AFR::CMR::North-West::Bafut Health District,North-West,2013-07-22,2013-07-28,2013-07-28,0,0,0,
AFR::CMR::North-West::Bali Health District,North-West,2013-07-22,2013-07-28,2013-07-28,0,0,0,
AFR::CMR::North-West::Bamenda Health District,North-West,2013-07-22,2013-07-28,2013-07-28,0,0,0,
AFR::CMR::North-West::Batibo Health District,North-West,2013-07-22,2013-07-28,2013-07-28,0,0,0,
AFR::CMR::North-West::Benakuma Health District,North-West,2013-07-22,2013-07-28,2013-07-28,0,0,0,
AFR::CMR::North-West::Fundong Health District,North-West,2013-07-22,2013-07-28,2013-07-28,0,0,0,
AFR::CMR::Centre::Mfou Health District,Centre,2018-05-28,2018-06-03,2018-06-03,0,0,0,
AFR::CMR::Centre::Monatele Health District,Centre,2018-05-28,2018-06-03,2018-06-03,0,0,0,
AFR::CMR::Centre::Nanga Eboko Health District,Centre,2018-05-28,2018-06-03,2018-06-03,0,0,0,
AFR::CMR::Centre::Ndikinimeki Health District,Centre,2018-05-28,2018-06-03,2018-06-03,0,0,0,
AFR::CMR::Centre::Ngog Mapubi Health District,Centre,2018-05-28,2018-06-03,2018-06-03,0,0,0,
AFR::CMR::Centre::Ngoumou Health District,Centre,2018-05-28,2018-06-03,2018-06-03,0,0,0,
AFR::CMR::Centre::Ntui Health District,Centre,2018-05-28,2018-06-03,2018-06-03,0,0,0,
AFR::CMR::South-West::Kumba Health District,South-West,2013-06-24,2013-06-30,2013-06-30,0,0,0,
AFR::CMR::South-West::Limbe Health District,South-West,2013-06-24,2013-06-30,2013-06-30,0,0,0,
AFR::CMR::South-West::Mamfe Health District,South-West,2013-06-24,2013-06-30,2013-06-30,84,36,1,2.78
AFR::CMR::South-West::Mbonge Health District,South-West,2013-06-24,2013-06-30,2013-06-30,0,0,0,
AFR::CMR::South-West::Mundemba Health District,South-West,2013-06-24,2013-06-30,2013-06-30,0,0,0,
AFR::CMR::South-West::Muyuka Health District,South-West,2013-06-24,2013-06-30,2013-06-30,0,0,0,
AFR::CMR::West::Mifi Health District,West,2011-03-28,2011-04-03,2011-04-03,0,0,0,
AFR::CMR::West::Penka Michel Health District,West,2011-03-28,2011-04-03,2011-04-03,0,0,0,
AFR::CMR::West::Bangourain Health District,West,2011-03-28,2011-04-03,2011-04-03,0,0,0,
AFR::CMR::West::Foumbot Health District,West,2011-03-28,2011-04-03,2011-04-03,19,9,0,0.0
AFR::CMR::West::Santchou Health District,West,2011-03-28,2011-04-03,2011-04-03,22,0,0,
AFR::CMR::West::Kouoptamo Health District,West,2011-03-28,2011-04-03,2011-04-03,11,0,0,
AFR::CMR::West::Foumban Health District,West,2011-03-28,2011-04-03,2011-04-03,48,28,0,0.0
AFR::CMR::North::Figuil Health District,North,2013-05-27,2013-06-02,2013-06-02,0,0,0,
AFR::CMR::North::Garoua 1 Health District,North,2013-05-27,2013-06-02,2013-06-02,0,0,0,
AFR::CMR::Adamaoua::Tibati Health District,Adamaoua,2016-06-20,2016-06-26,2016-06-26,0,0,0,
AFR::CMR::Adamaoua::Tignere Health District,Adamaoua,2016-06-20,2016-06-26,2016-06-26,76,38,1,2.63
AFR::CMR::South-West::Akwaya Health District,South-West,2016-06-13,2016-06-19,2016-06-19,0,0,0,
AFR::CMR::South-West::Limbe Health District,South-West,2016-06-13,2016-06-19,2016-06-19,70,0,0,
AFR::CMR::South-West::Mamfe Health District,South-West,2016-06-13,2016-06-19,2016-06-19,0,0,0,
AFR::CMR::South-West::Mbonge Health District,South-West,2016-06-13,2016-06-19,2016-06-19,0,0,0,
AFR::CMR::South-West::Mundemba Health District,South-West,2016-06-13,2016-06-19,2016-06-19,0,0,0,
AFR::CMR::South-West::Muyuka Health District,South-West,2016-06-13,2016-06-19,2016-06-19,0,0,0,
AFR::CMR::South-West::Nguti Health District,South-West,2016-06-13,2016-06-19,2016-06-19,0,0,0,
AFR::CMR::South-West::Tiko Health District,South-West,2016-06-13,2016-06-19,2016-06-19,0,0,0,
AFR::CMR::East::Abong Mbang Health District,East,2015-02-23,2015-03-01,2015-03-01,0,0,0,
AFR::CMR::East::Batouri Health District,East,2015-02-23,2015-03-01,2015-03-01,0,0,0,
AFR::CMR::East::Bertoua Health District,East,2015-02-23,2015-03-01,2015-03-01,0,0,0,
AFR::CMR::East::Betare Oya Health District,East,2015-02-23,2015-03-01,2015-03-01,0,0,0,
AFR::CMR::East::Doume Health District,East,2015-02-23,2015-03-01,2015-03-01,0,0,0,
AFR::CMR::East::Garoua Boulai Health District,East,2015-02-23,2015-03-01,2015-03-01,0,0,0,
AFR::CMR::North::Tchollire Health District,North,2011-01-17,2011-01-23,2011-01-23,0,0,0,
AFR::CMR::North::Touboro Health District,North,2011-01-17,2011-01-23,2011-01-23,23,14,0,0.0
AFR::CMR::North::Pitoa Health District,North,2011-01-17,2011-01-23,2011-01-23,20,8,0,0.0
AFR::CMR::Littoral::Cite des palmiers Health District,Littoral,2011-01-17,2011-01-23,2011-01-23,0,0,0,
AFR::CMR::Littoral::Dibombari Health District,Littoral,2011-01-17,2011-01-23,2011-01-23,0,0,0,
AFR::CMR::Littoral::Edea Health District,Littoral,2011-01-17,2011-01-23,2011-01-23,0,0,0,
AFR::CMR::Littoral::Loum Health District,Littoral,2011-01-17,2011-01-23,2011-01-23,0,0,0,
AFR::CMR::Centre::Awae Health District,Centre,2010-02-22,2010-02-28,2010-02-28,0,0,0,
AFR::CMR::Centre::Ayos Health District,Centre,2010-02-22,2010-02-28,2010-02-28,0,0,0,
AFR::CMR::Centre::Bafia Health District,Centre,2010-02-22,2010-02-28,2010-02-28,0,0,0,
AFR::CMR::Centre::Ebebda Health District,Centre,2010-02-22,2010-02-28,2010-02-28,0,0,0,
AFR::CMR::Centre::Efoulan Health District,Centre,2010-02-22,2010-02-28,2010-02-28,0,0,0,
AFR::CMR::Centre::Elig Mfomo Health District,Centre,2010-02-22,2010-02-28,2010-02-28,0,0,0,
AFR::CMR::South::Olamze Health District,South,2017-05-22,2017-05-28,2017-05-28,0,0,0,
AFR::CMR::South::Sangmelima Health District,South,2017-05-22,2017-05-28,2017-05-28,5,2,0,0.0
AFR::CMR::South::Zoetele Health District,South,2017-05-22,2017-05-28,2017-05-28,0,0,0,
AFR::CMR::West::Bafang Health District,West,2017-05-22,2017-05-28,2017-05-28,0,0,0,
AFR::CMR::West::Baham Health District,West,2017-05-22,2017-05-28,2017-05-28,0,0,0,
AFR::CMR::West::Bamendjou Health District,West,2017-05-22,2017-05-28,2017-05-28,0,0,0,
AFR::CMR::West::Bandja Health District,West,2017-05-22,2017-05-28,2017-05-28,0,0,0,
AFR::CMR::Centre::Nanga Eboko Health District,Centre,2013-01-21,2013-01-27,2013-01-27,0,0,0,
AFR::CMR::Centre::Ndikinimeki Health District,Centre,2013-01-21,2013-01-27,2013-01-27,0,0,0,
AFR::CMR::Centre::Ngog Mapubi Health District,Centre,2013-01-21,2013-01-27,2013-01-27,21,0,0,
AFR::CMR::Centre::Ngoumou Health District,Centre,2013-01-21,2013-01-27,2013-01-27,0,0,0,
AFR::CMR::Centre::Ntui Health District,Centre,2013-01-21,2013-01-27,2013-01-27,0,0,0,
AFR::CMR::Centre::Obala Health District,Centre,2013-01-21,2013-01-27,2013-01-27,0,0,0,
AFR::CMR::South-West::Muyuka Health District,South-West,2016-01-25,2016-01-31,2016-01-31,0,0,0,
AFR::CMR::South-West::Nguti Health District,South-West,2016-01-25,2016-01-31,2016-01-31,0,0,0,
AFR::CMR::South-West::Tiko Health District,South-West,2016-01-25,2016-01-31,2016-01-31,0,0,0,
AFR::CMR::South-West::Tombel Health District,South-West,2016-01-25,2016-01-31,2016-01-31,0,0,0,
AFR::CMR::South-West::Wabane Health District,South-West,2016-01-25,2016-01-31,2016-01-31,0,0,0,
AFR::CMR::North::Poli Health District,North,2016-08-29,2016-09-04,2016-09-04,0,0,0,
AFR::CMR::North::Rey Bouba Health District,North,2016-08-29,2016-09-04,2016-09-04,0,0,0,
AFR::CMR::North::Tchollire Health District,North,2016-08-29,2016-09-04,2016-09-04,0,0,0,
AFR::CMR::North::Touboro Health District,North,2016-08-29,2016-09-04,2016-09-04,0,0,0,
AFR::CMR::Littoral::Abo Health District,Littoral,2016-08-29,2016-09-04,2016-09-04,0,0,0,
AFR::CMR::Littoral::Bangue Health District,Littoral,2016-08-29,2016-09-04,2016-09-04,0,0,0,
AFR::CMR::Littoral::Boko Health District,Littoral,2016-08-29,2016-09-04,2016-09-04,0,0,0,
AFR::CMR::North-West::Bali Health District,North-West,2015-08-24,2015-08-30,2015-08-30,0,0,0,
AFR::CMR::South-West::Nguti Health District,South-West,2010-07-19,2010-07-25,2010-07-25,67,23,0,0.0
