Region,reporting_date,TL,TR,sCh,cCh,deaths,CFR,rainfall_avg,temperature_avg,humidity_avg
Far North,2013-03-17,2013-03-11,2013-03-17,109,20,0,0.0,0.0,32.13,15.73857142857143
Far North,2013-03-24,2013-03-18,2013-03-24,52,12,0,0.0,0.0,32.12857142857143,17.06
Far North,2013-03-31,2013-03-25,2013-03-31,78,25,1,4.0,0.11857142857142858,33.480000000000004,27.374285714285715
Far North,2013-04-07,2013-04-01,2013-04-07,177,49,0,0.0,0.15857142857142856,33.73428571428571,21.784285714285716
Far North,2013-04-14,2013-04-08,2013-04-14,284,130,2,1.5384615384615383,0.05142857142857143,33.455714285714286,24.682857142857138
Far North,2013-04-21,2013-04-15,2013-04-21,195,50,1,2.0,0.008571428571428572,32.76285714285714,18.83142857142857
Far North,2013-04-28,2013-04-22,2013-04-28,107,0,0,0.0,0.7628571428571428,32.47428571428572,30.76571428571429
Far North,2013-05-05,2013-04-29,2013-05-05,151,49,1,2.0408163265306123,0.2542857142857143,32.69571428571429,44.66428571428571
Far North,2013-05-12,2013-05-06,2013-05-12,435,59,1,1.694915254237288,0.9,31.008571428571432,50.77714285714286
Far North,2013-05-19,2013-05-13,2013-05-19,306,73,1,1.36986301369863,1.2514285714285716,32.86571428571428,42.73285714285714
Far North,2013-05-26,2013-05-20,2013-05-26,307,44,1,2.272727272727273,1.49,31.402857142857137,52.09285714285715
Far North,2013-06-02,2013-05-27,2013-06-02,402,109,2,1.834862385321101,3.7800000000000002,30.15142857142857,55.607142857142854
Far North,2013-06-09,2013-06-03,2013-06-09,60,31,1,3.225806451612903,3.081428571428572,28.99142857142857,60.80857142857143
Far North,2013-06-16,2013-06-10,2013-06-16,460,172,3,1.744186046511628,4.36,28.979999999999997,63.61
Far North,2013-06-23,2013-06-17,2013-06-23,195,70,1,1.4285714285714286,4.15,29.21428571428571,60.50714285714286
Far North,2013-06-30,2013-06-24,2013-06-30,307,78,2,2.564102564102564,4.664285714285714,27.807142857142853,67.43714285714286
Far North,2013-07-07,2013-07-01,2013-07-07,454,212,2,0.9433962264150944,5.564285714285715,27.281428571428574,67.26571428571428
Far North,2013-07-14,2013-07-08,2013-07-14,676,126,3,2.380952380952381,4.844285714285713,27.081428571428567,67.94571428571429
Far North,2013-07-21,2013-07-15,2013-07-21,285,14,0,0.0,13.92857142857143,26.367142857142856,75.98428571428572
Far North,2013-07-28,2013-07-22,2013-07-28,602,251,6,2.3904382470119523,6.972857142857142,25.417142857142856,82.63857142857144
Far North,2013-08-04,2013-07-29,2013-08-04,74,22,0,0.0,5.18,24.722857142857148,82.00285714285714
Far North,2013-08-11,2013-08-05,2013-08-11,47,13,0,0.0,7.517142857142858,24.624285714285715,84.74000000000001
Far North,2013-08-18,2013-08-12,2013-08-18,398,144,2,1.3888888888888888,10.111428571428572,24.631428571428568,85.57714285714285
Far North,2013-08-25,2013-08-19,2013-08-25,148,92,1,1.0869565217391304,8.621428571428572,24.289999999999996,86.70000000000002
Far North,2013-09-01,2013-08-26,2013-09-01,130,46,1,2.1739130434782608,5.8828571428571435,24.782857142857143,83.75285714285714
Far North,2013-09-08,2013-09-02,2013-09-08,278,30,1,3.333333333333333,5.1000000000000005,25.110000000000003,82.15285714285714
Far North,2013-09-15,2013-09-09,2013-09-15,228,103,1,0.9708737864077668,6.022857142857142,25.247142857142855,82.25428571428571
Far North,2013-09-22,2013-09-16,2013-09-22,110,36,0,0.0,2.1928571428571426,25.99285714285714,80.43571428571428
Far North,2013-09-29,2013-09-23,2013-09-29,147,84,0,0.0,3.858571428571429,24.997142857142858,83.47428571428573
Far North,2013-10-06,2013-09-30,2013-10-06,83,48,1,2.083333333333333,4.38,26.06714285714286,76.64714285714285
Far North,2013-10-13,2013-10-07,2013-10-13,197,59,3,5.084745762711865,1.4285714285714286,26.03142857142857,69.72857142857143
Far North,2013-10-20,2013-10-14,2013-10-20,198,65,1,1.5384615384615383,0.06714285714285714,26.584285714285716,60.71714285714285
Far North,2013-10-27,2013-10-21,2013-10-27,463,122,3,2.459016393442623,0.10714285714285714,26.731428571428577,53.70428571428572
Far North,2013-11-03,2013-10-28,2013-11-03,0,0,0,0.0,0.0014285714285714286,27.57428571428571,56.79714285714285
Far North,2013-11-10,2013-11-04,2013-11-10,65,31,1,3.225806451612903,0.0,26.41,35.29571428571429
Far North,2013-11-17,2013-11-11,2013-11-17,75,41,1,2.4390243902439024,0.0,27.265714285714285,34.65857142857143
Far North,2013-11-24,2013-11-18,2013-11-24,313,113,1,0.8849557522123894,0.0,28.16428571428571,27.234285714285715
Far North,2013-12-01,2013-11-25,2013-12-01,158,35,0,0.0,0.0,28.61428571428571,21.655714285714286
Far North,2013-12-08,2013-12-02,2013-12-08,43,3,0,0.0,0.004285714285714286,29.524285714285718,24.951428571428572
Far North,2013-12-15,2013-12-09,2013-12-15,89,39,1,2.564102564102564,0.0,26.062857142857148,24.427142857142858
Far North,2013-12-22,2013-12-16,2013-12-22,86,40,0,0.0,0.0,22.621428571428574,16.764285714285712
Far North,2013-12-29,2013-12-23,2013-12-29,57,15,0,0.0,0.0,25.951428571428576,15.708571428571428
Far North,2014-01-05,2013-12-30,2014-01-05,13,4,0,0.0,0.0,24.84714285714286,16.114285714285717
Far North,2014-01-12,2014-01-06,2014-01-12,0,0,0,0.0,0.0,23.975714285714286,17.878571428571426
Far North,2014-01-19,2014-01-13,2014-01-19,107,5,0,0.0,0.0,25.764285714285712,13.877142857142857
Far North,2014-01-26,2014-01-20,2014-01-26,21,13,0,0.0,0.0,26.72714285714286,11.428571428571429
Far North,2014-02-02,2014-01-27,2014-02-02,0,0,0,0.0,0.012857142857142857,27.600000000000005,16.762857142857143
Far North,2014-02-09,2014-02-03,2014-02-09,102,32,0,0.0,0.0,27.48428571428571,14.471428571428573
Far North,2014-02-16,2014-02-10,2014-02-16,130,47,1,2.127659574468085,0.0,26.29714285714286,10.435714285714285
Far North,2014-02-23,2014-02-17,2014-02-23,215,114,1,0.8771929824561403,0.0,27.351428571428567,8.629999999999999
Far North,2014-03-02,2014-02-24,2014-03-02,139,59,1,1.694915254237288,0.022857142857142857,30.065714285714282,16.41142857142857
Far North,2014-03-09,2014-03-03,2014-03-09,151,65,2,3.076923076923077,0.0014285714285714286,29.634285714285713,19.362857142857145
Far North,2014-03-16,2014-03-10,2014-03-16,17,0,0,0.0,0.0,29.85571428571429,13.757142857142858
Far North,2014-03-23,2014-03-17,2014-03-23,78,34,2,5.88235294117647,0.0,31.720000000000002,10.56857142857143
Far North,2014-03-30,2014-03-24,2014-03-30,16,5,0,0.0,0.48714285714285716,33.51714285714286,29.544285714285714
Far North,2014-04-06,2014-03-31,2014-04-06,0,0,0,0.0,0.047142857142857146,32.870000000000005,12.454285714285716
Far North,2014-04-13,2014-04-07,2014-04-13,115,42,1,2.380952380952381,0.0,33.247142857142855,20.545714285714286
Far North,2014-04-20,2014-04-14,2014-04-20,241,57,0,0.0,1.0799999999999998,33.52428571428571,36.34142857142858
Far North,2014-04-27,2014-04-21,2014-04-27,160,59,1,1.694915254237288,4.01,30.475714285714282,57.36428571428571
Far North,2014-07-24,2014-04-24,2014-07-24,1692,104,5,4.807692307692308,2.875,29.050543478260874,62.316413043478256
Far North,2014-05-04,2014-04-28,2014-05-04,438,84,1,1.1904761904761905,4.47,29.210000000000004,65.44571428571427
Far North,2014-05-11,2014-05-05,2014-05-11,769,154,4,2.5974025974025974,1.2214285714285713,28.982857142857142,60.73857142857143
Far North,2014-05-18,2014-05-12,2014-05-18,216,35,1,2.857142857142857,0.8971428571428571,29.121428571428574,51.46142857142856
Far North,2014-05-25,2014-05-19,2014-05-25,415,201,3,1.4925373134328357,1.3414285714285714,32.30428571428571,48.778571428571425
Far North,2014-06-01,2014-05-26,2014-06-01,524,154,3,1.948051948051948,2.548571428571429,30.28,57.480000000000004
Far North,2014-06-08,2014-06-02,2014-06-08,515,137,2,1.45985401459854,4.378571428571428,28.975714285714282,65.05285714285715
Far North,2014-06-15,2014-06-09,2014-06-15,854,399,7,1.7543859649122806,0.9457142857142858,29.704285714285714,61.37714285714286
Far North,2014-06-22,2014-06-16,2014-06-22,163,10,0,0.0,4.857142857142857,29.071428571428573,65.34857142857143
Far North,2014-06-29,2014-06-23,2014-06-29,490,130,1,0.7692307692307693,3.657142857142857,28.292857142857144,65.70142857142858
Far North,2014-07-06,2014-06-30,2014-07-06,873,246,9,3.658536585365853,2.0671428571428576,27.73,67.94285714285715
Far North,2014-07-13,2014-07-07,2014-07-13,941,355,11,3.0985915492957745,3.781428571428571,27.41142857142857,67.83857142857143
Far North,2014-07-20,2014-07-14,2014-07-20,283,8,0,0.0,2.5014285714285713,28.13714285714286,67.13571428571427
Far North,2014-07-27,2014-07-21,2014-07-27,838,337,8,2.373887240356084,2.708571428571428,27.41571428571429,68.46142857142857
Far North,2014-08-12,2014-07-25,2014-08-12,440,135,6,4.444444444444445,6.95,25.87210526315789,77.39631578947369
Far North,2014-08-03,2014-07-28,2014-08-03,701,297,9,3.0303030303030303,7.265714285714284,26.462857142857143,75.2757142857143
Far North,2014-08-10,2014-08-04,2014-08-10,1177,265,6,2.2641509433962264,8.328571428571427,25.04,81.38999999999999
Far North,2014-08-17,2014-08-11,2014-08-17,715,156,2,1.282051282051282,11.435714285714285,24.710000000000004,84.06142857142858
Far North,2014-08-24,2014-08-18,2014-08-24,578,164,4,2.4390243902439024,5.097142857142857,24.982857142857142,82.82714285714285
Far North,2014-08-31,2014-08-25,2014-08-31,1117,407,7,1.71990171990172,5.224285714285713,25.33142857142857,83.21571428571428
Far North,2014-09-07,2014-09-01,2014-09-07,747,252,4,1.5873015873015872,7.054285714285714,24.667142857142856,83.69285714285716
Far North,2014-09-14,2014-09-08,2014-09-14,424,52,2,3.8461538461538463,1.4985714285714284,25.37714285714286,80.69000000000001
Far North,2014-09-21,2014-09-15,2014-09-21,422,141,6,4.25531914893617,2.9257142857142853,26.03142857142857,77.89714285714285
Far North,2014-09-28,2014-09-22,2014-09-28,665,260,8,3.076923076923077,3.6385714285714283,26.081428571428575,77.14571428571428
Far North,2014-10-05,2014-09-29,2014-10-05,1068,376,7,1.8617021276595744,4.851428571428571,26.085714285714285,76.42857142857143
Far North,2014-10-12,2014-10-06,2014-10-12,298,84,4,4.761904761904762,2.0685714285714285,26.759999999999994,72.21142857142857
Far North,2014-10-19,2014-10-13,2014-10-19,673,333,10,3.003003003003003,2.4371428571428573,26.4,74.19571428571429
Far North,2014-10-26,2014-10-20,2014-10-26,454,208,8,3.8461538461538463,0.05,27.342857142857145,58.02857142857143
Far North,2014-11-02,2014-10-27,2014-11-02,645,136,5,3.6764705882352944,0.004285714285714286,27.62285714285714,59.202857142857134
Far North,2014-11-09,2014-11-03,2014-11-09,505,160,4,2.5,0.002857142857142857,28.165714285714284,52.37714285714286
Far North,2014-11-16,2014-11-10,2014-11-16,287,49,0,0.0,0.0,28.534285714285716,45.23571428571429
Far North,2014-11-23,2014-11-17,2014-11-23,163,51,0,0.0,0.0,26.950000000000006,29.12142857142857
Far North,2014-11-30,2014-11-24,2014-11-30,268,141,2,1.4184397163120568,0.0,26.08142857142857,24.351428571428574
Far North,2014-12-07,2014-12-01,2014-12-07,133,47,0,0.0,0.0,26.18857142857143,18.84714285714286
Far North,2014-12-14,2014-12-08,2014-12-14,65,31,0,0.0,0.0,26.368571428571425,17.415714285714284
Far North,2014-12-21,2014-12-15,2014-12-21,64,33,0,0.0,0.0,25.49285714285714,18.102857142857143
Far North,2014-12-28,2014-12-22,2014-12-28,117,43,1,2.3255813953488373,0.0,23.101428571428574,20.684285714285714
Far North,2015-01-04,2014-12-29,2015-01-04,16,9,0,0.0,0.0,24.447142857142858,18.937142857142856
Far North,2015-01-11,2015-01-05,2015-01-11,92,40,0,0.0,0.0,19.964285714285715,17.279999999999998
Far North,2015-01-18,2015-01-12,2015-01-18,46,19,0,0.0,0.0,20.571428571428573,14.774285714285712
Far North,2015-01-25,2015-01-19,2015-01-25,136,35,0,0.0,0.0,25.787142857142857,10.057142857142859
Far North,2015-02-01,2015-01-26,2015-02-01,291,102,1,0.9803921568627452,0.0,27.12,14.822857142857144
Far North,2015-02-08,2015-02-02,2015-02-08,59,32,1,3.125,0.0,29.601428571428574,12.732857142857142
Far North,2015-02-15,2015-02-09,2015-02-15,103,50,1,2.0,0.0,28.697142857142858,9.817142857142857
Far North,2015-02-22,2015-02-16,2015-02-22,42,0,0,0.0,0.10714285714285714,30.691428571428567,17.198571428571427
Far North,2015-03-01,2015-02-23,2015-03-01,42,0,0,0.0,0.0,29.017142857142858,12.364285714285716
Far North,2015-03-08,2015-03-02,2015-03-08,145,67,1,1.4925373134328357,0.0,29.632857142857144,14.40142857142857
Far North,2015-03-15,2015-03-09,2015-03-15,0,0,0,0.0,0.0014285714285714286,31.58285714285714,14.124285714285715
Far North,2015-03-22,2015-03-16,2015-03-22,37,0,0,0.0,0.058571428571428566,32.30285714285714,14.280000000000001
Far North,2015-03-29,2015-03-23,2015-03-29,256,108,2,1.851851851851852,0.004285714285714286,32.62428571428571,22.202857142857145
Far North,2015-04-05,2015-03-30,2015-04-05,229,24,0,0.0,0.0,31.802857142857142,12.615714285714287
Far North,2015-04-12,2015-04-06,2015-04-12,85,36,0,0.0,0.10714285714285714,33.57,25.709999999999997
Far North,2015-04-19,2015-04-13,2015-04-19,83,0,0,0.0,0.0,30.037142857142857,8.35
Far North,2015-04-26,2015-04-20,2015-04-26,11,0,0,0.0,0.0,32.19857142857143,11.285714285714286
Far North,2015-05-03,2015-04-27,2015-05-03,209,0,0,0.0,2.1599999999999997,32.401428571428575,14.190000000000001
Far North,2015-05-10,2015-05-04,2015-05-10,138,22,0,0.0,0.018571428571428572,31.849999999999998,37.99142857142857
Far North,2015-05-17,2015-05-11,2015-05-17,100,55,0,0.0,0.9014285714285715,32.271428571428565,39.70285714285715
Far North,2015-05-24,2015-05-18,2015-05-24,345,86,1,1.162790697674419,0.6071428571428571,32.67,44.0
Far North,2015-05-31,2015-05-25,2015-05-31,693,236,5,2.11864406779661,1.2071428571428573,32.68857142857143,44.49714285714286
Far North,2015-06-07,2015-06-01,2015-06-07,414,118,2,1.694915254237288,9.748571428571429,29.648571428571433,60.115714285714276
Far North,2015-06-14,2015-06-08,2015-06-14,214,85,2,2.3529411764705883,4.521428571428571,28.81714285714286,65.36285714285714
Far North,2015-06-21,2015-06-15,2015-06-21,0,0,0,0.0,5.054285714285714,28.735714285714288,65.56142857142858
Far North,2015-06-28,2015-06-22,2015-06-28,406,75,3,4.0,1.74,28.012857142857147,67.71428571428571
Far North,2015-07-05,2015-06-29,2015-07-05,453,68,2,2.941176470588235,6.528571428571428,27.481428571428573,70.45428571428572
Far North,2015-07-12,2015-07-06,2015-07-12,368,164,5,3.048780487804878,1.4557142857142857,28.27857142857143,67.89714285714285
Far North,2015-07-19,2015-07-13,2015-07-19,224,91,3,3.296703296703297,4.304285714285714,27.884285714285717,69.72142857142858
Far North,2015-07-26,2015-07-20,2015-07-26,168,71,1,1.4084507042253522,2.617142857142857,27.01428571428571,72.04428571428572
Far North,2015-08-02,2015-07-27,2015-08-02,433,131,1,0.7633587786259541,5.894285714285715,26.707142857142856,74.90285714285714
Far North,2015-08-09,2015-08-03,2015-08-09,308,97,2,2.061855670103093,6.235714285714286,25.615714285714287,80.28285714285714
Far North,2015-08-16,2015-08-10,2015-08-16,593,177,3,1.694915254237288,3.517142857142857,26.470000000000002,78.44571428571429
Far North,2015-08-23,2015-08-17,2015-08-23,284,109,1,0.9174311926605504,3.7642857142857147,26.565714285714286,77.24428571428572
Far North,2015-08-30,2015-08-24,2015-08-30,636,205,8,3.902439024390244,7.122857142857143,25.53571428571428,81.41428571428573
Far North,2015-09-06,2015-08-31,2015-09-06,167,72,0,0.0,5.385714285714286,26.03857142857143,79.60142857142856
Far North,2015-09-13,2015-09-07,2015-09-13,199,64,0,0.0,6.932857142857143,26.157142857142855,79.51714285714286
Far North,2015-09-20,2015-09-14,2015-09-20,432,227,3,1.3215859030837005,4.832857142857143,25.96285714285714,78.36571428571429
Far North,2015-09-27,2015-09-21,2015-09-27,87,30,0,0.0,7.527142857142857,26.595714285714287,78.45571428571428
Far North,2015-10-04,2015-09-28,2015-10-04,253,49,0,0.0,4.022857142857143,26.51571428571429,77.75571428571428
Far North,2015-10-11,2015-10-05,2015-10-11,471,216,4,1.851851851851852,2.8942857142857146,26.44857142857143,76.52285714285715
Far North,2015-10-18,2015-10-12,2015-10-18,160,57,1,1.7543859649122806,2.391428571428571,27.305714285714284,73.15428571428572
Far North,2015-10-25,2015-10-19,2015-10-25,34,20,0,0.0,0.44428571428571423,27.702857142857145,68.79
Far North,2015-11-01,2015-10-26,2015-11-01,68,13,0,0.0,1.2799999999999998,27.244285714285713,70.22571428571429
Far North,2015-11-08,2015-11-02,2015-11-08,272,121,3,2.479338842975207,0.0,26.62857142857143,50.681428571428576
Far North,2015-11-15,2015-11-09,2015-11-15,27,0,0,0.0,0.0,26.139999999999997,38.221428571428575
Far North,2015-11-22,2015-11-16,2015-11-22,21,5,0,0.0,0.0,26.50857142857143,32.81714285714286
Far North,2015-11-29,2015-11-23,2015-11-29,206,35,2,5.714285714285714,0.0,26.425714285714285,21.285714285714285
Far North,2015-12-06,2015-11-30,2015-12-06,41,14,0,0.0,0.0,24.541428571428572,23.5
Far North,2015-12-13,2015-12-07,2015-12-13,111,49,1,2.0408163265306123,0.0,23.33142857142857,22.05428571428572
Far North,2015-12-20,2015-12-14,2015-12-20,14,7,0,0.0,0.0,21.727142857142855,19.778571428571432
Far North,2015-12-27,2015-12-21,2015-12-27,58,11,0,0.0,0.0,22.821428571428573,20.900000000000002
Far North,2016-01-10,2016-01-04,2016-01-10,0,0,0,0.0,0.0,25.419999999999998,14.95
Far North,2016-01-17,2016-01-11,2016-01-17,172,53,1,1.8867924528301887,0.0,24.851428571428567,14.54142857142857
Far North,2016-01-24,2016-01-18,2016-01-24,3,2,0,0.0,0.0,23.32714285714286,12.010000000000002
Far North,2016-01-31,2016-01-25,2016-01-31,17,6,0,0.0,0.0,21.51571428571429,16.204285714285717
Far North,2016-02-07,2016-02-01,2016-02-07,218,24,0,0.0,0.0,25.27142857142857,14.148571428571428
Far North,2016-02-14,2016-02-08,2016-02-14,102,36,0,0.0,0.0,23.31714285714286,11.342857142857143
Far North,2016-02-21,2016-02-15,2016-02-21,112,31,0,0.0,0.0,29.095714285714287,10.374285714285715
Far North,2016-02-28,2016-02-22,2016-02-28,97,24,0,0.0,0.0,29.045714285714286,11.877142857142859
Far North,2016-03-06,2016-02-29,2016-03-06,188,84,0,0.0,0.0,32.177142857142854,11.68142857142857
Far North,2016-03-13,2016-03-07,2016-03-13,67,27,0,0.0,0.0,33.12571428571429,15.58
Far North,2016-03-20,2016-03-14,2016-03-20,490,192,2,1.0416666666666663,0.07714285714285715,32.294285714285714,32.464285714285715
Far North,2016-03-27,2016-03-21,2016-03-27,62,6,0,0.0,0.038571428571428576,33.9,22.22714285714286
Far North,2016-04-03,2016-03-28,2016-04-03,0,0,0,0.0,0.0,33.46285714285714,11.914285714285715
Far North,2016-04-10,2016-04-04,2016-04-10,86,33,1,3.0303030303030303,1.3499999999999999,34.127142857142864,30.47857142857143
Far North,2016-04-17,2016-04-11,2016-04-17,90,36,0,0.0,0.9385714285714285,32.15714285714286,51.50857142857143
Far North,2016-04-24,2016-04-18,2016-04-24,29,11,0,0.0,0.16142857142857142,32.07714285714285,22.111428571428572
Far North,2016-05-01,2016-04-25,2016-05-01,138,33,0,0.0,0.53,33.65571428571429,37.56285714285714
Far North,2016-05-08,2016-05-02,2016-05-08,459,240,5,2.083333333333333,0.8771428571428571,33.332857142857144,40.082857142857144
Far North,2016-05-15,2016-05-09,2016-05-15,416,34,0,0.0,1.6071428571428572,33.51571428571428,46.417142857142856
Far North,2016-05-22,2016-05-16,2016-05-22,524,117,2,1.7094017094017095,5.718571428571428,30.21285714285714,59.36571428571428
Far North,2016-05-29,2016-05-23,2016-05-29,381,140,1,0.7142857142857143,11.98,28.75428571428571,67.4142857142857
Far North,2016-06-05,2016-05-30,2016-06-05,21,7,0,0.0,2.4671428571428575,28.571428571428573,58.49714285714286
Far North,2016-06-12,2016-06-06,2016-06-12,222,0,0,0.0,2.511428571428571,28.01,72.4057142857143
Far North,2016-06-19,2016-06-13,2016-06-19,0,0,0,0.0,3.3414285714285716,26.861428571428572,71.2242857142857
