Region,reporting_date,TL,TR,sCh,cCh,deaths,CFR
Littoral,2013-02-24,2013-02-18,2013-02-24,104,7,0,0.0
Littoral,2013-03-03,2013-02-25,2013-03-03,125,34,0,0.0
Littoral,2013-03-10,2013-03-04,2013-03-10,184,14,0,0.0
Littoral,2013-03-17,2013-03-11,2013-03-17,431,146,3,2.054794520547945
Littoral,2013-03-24,2013-03-18,2013-03-24,78,46,1,2.1739130434782608
Littoral,2013-03-31,2013-03-25,2013-03-31,196,86,1,1.162790697674419
Littoral,2013-04-07,2013-04-01,2013-04-07,36,17,0,0.0
Littoral,2013-04-14,2013-04-08,2013-04-14,472,173,3,1.7341040462427744
Littoral,2013-04-21,2013-04-15,2013-04-21,47,23,0,0.0
Littoral,2013-04-28,2013-04-22,2013-04-28,254,96,2,2.083333333333333
Littoral,2013-05-05,2013-04-29,2013-05-05,60,19,0,0.0
Littoral,2013-05-12,2013-05-06,2013-05-12,159,76,1,1.3157894736842104
Littoral,2013-05-19,2013-05-13,2013-05-19,177,72,1,1.3888888888888888
Littoral,2013-05-26,2013-05-20,2013-05-26,292,164,3,1.829268292682927
Littoral,2013-06-02,2013-05-27,2013-06-02,80,47,0,0.0
Littoral,2013-06-09,2013-06-03,2013-06-09,174,53,1,1.8867924528301887
Littoral,2013-06-16,2013-06-10,2013-06-16,52,0,0,0.0
Littoral,2013-06-23,2013-06-17,2013-06-23,886,511,10,1.9569471624266144
Littoral,2013-06-30,2013-06-24,2013-06-30,119,73,2,2.73972602739726
Littoral,2013-07-07,2013-07-01,2013-07-07,358,77,1,1.2987012987012987
Littoral,2013-07-14,2013-07-08,2013-07-14,152,0,0,0.0
Littoral,2013-07-21,2013-07-15,2013-07-21,51,26,0,0.0
Littoral,2013-07-28,2013-07-22,2013-07-28,135,50,0,0.0
Littoral,2013-08-04,2013-07-29,2013-08-04,121,71,2,2.8169014084507045
Littoral,2013-08-11,2013-08-05,2013-08-11,0,0,0,0.0
Littoral,2013-08-18,2013-08-12,2013-08-18,79,33,0,0.0
Littoral,2013-08-25,2013-08-19,2013-08-25,158,40,0,0.0
Littoral,2013-09-01,2013-08-26,2013-09-01,346,132,5,3.787878787878788
Littoral,2013-09-08,2013-09-02,2013-09-08,26,0,0,0.0
Littoral,2013-09-15,2013-09-09,2013-09-15,336,102,2,1.96078431372549
Littoral,2013-09-22,2013-09-16,2013-09-22,0,0,0,0.0
Littoral,2013-09-29,2013-09-23,2013-09-29,588,309,4,1.2944983818770228
Littoral,2013-10-06,2013-09-30,2013-10-06,352,101,2,1.98019801980198
Littoral,2013-10-13,2013-10-07,2013-10-13,0,0,0,0.0
Littoral,2013-10-20,2013-10-14,2013-10-20,583,198,4,2.0202020202020203
Littoral,2013-10-27,2013-10-21,2013-10-27,254,65,0,0.0
Littoral,2013-11-03,2013-10-28,2013-11-03,140,30,0,0.0
Littoral,2013-11-10,2013-11-04,2013-11-10,54,18,0,0.0
Littoral,2013-11-17,2013-11-11,2013-11-17,636,97,2,2.061855670103093
Littoral,2013-11-24,2013-11-18,2013-11-24,418,75,3,4.0
Littoral,2013-12-01,2013-11-25,2013-12-01,127,44,1,2.272727272727273
Littoral,2013-12-08,2013-12-02,2013-12-08,220,96,0,0.0
Littoral,2013-12-15,2013-12-09,2013-12-15,67,17,0,0.0
Littoral,2013-12-22,2013-12-16,2013-12-22,10,4,0,0.0
Littoral,2013-12-29,2013-12-23,2013-12-29,49,12,0,0.0
Littoral,2014-01-05,2013-12-30,2014-01-05,188,65,1,1.5384615384615383
Littoral,2014-01-12,2014-01-06,2014-01-12,100,46,0,0.0
Littoral,2014-01-19,2014-01-13,2014-01-19,35,13,0,0.0
Littoral,2014-01-26,2014-01-20,2014-01-26,53,23,0,0.0
Littoral,2014-02-02,2014-01-27,2014-02-02,280,32,1,3.125
Littoral,2014-02-09,2014-02-03,2014-02-09,89,35,2,5.714285714285714
Littoral,2014-02-16,2014-02-10,2014-02-16,99,53,2,3.7735849056603774
Littoral,2014-02-23,2014-02-17,2014-02-23,95,18,0,0.0
Littoral,2014-03-02,2014-02-24,2014-03-02,122,53,1,1.8867924528301887
Littoral,2014-03-09,2014-03-03,2014-03-09,124,55,0,0.0
Littoral,2014-03-16,2014-03-10,2014-03-16,225,108,2,1.851851851851852
Littoral,2014-03-23,2014-03-17,2014-03-23,268,64,0,0.0
Littoral,2014-03-30,2014-03-24,2014-03-30,188,49,1,2.0408163265306123
Littoral,2014-04-06,2014-03-31,2014-04-06,171,69,1,1.4492753623188406
Littoral,2014-04-13,2014-04-07,2014-04-13,225,63,1,1.5873015873015872
Littoral,2014-04-20,2014-04-14,2014-04-20,0,0,0,0.0
Littoral,2014-04-27,2014-04-21,2014-04-27,15,8,0,0.0
Littoral,2014-05-04,2014-04-28,2014-05-04,1018,373,6,1.6085790884718498
Littoral,2014-05-11,2014-05-05,2014-05-11,46,18,0,0.0
Littoral,2014-05-18,2014-05-12,2014-05-18,68,28,0,0.0
Littoral,2014-05-25,2014-05-19,2014-05-25,186,15,0,0.0
Littoral,2014-06-01,2014-05-26,2014-06-01,198,104,5,4.807692307692308
Littoral,2014-06-08,2014-06-02,2014-06-08,312,55,3,5.454545454545454
Littoral,2014-06-15,2014-06-09,2014-06-15,168,67,1,1.4925373134328357
Littoral,2014-06-22,2014-06-16,2014-06-22,192,27,1,3.7037037037037033
Littoral,2014-06-29,2014-06-23,2014-06-29,188,104,2,1.9230769230769231
Littoral,2014-07-06,2014-06-30,2014-07-06,452,278,5,1.7985611510791366
Littoral,2014-07-13,2014-07-07,2014-07-13,55,0,0,0.0
Littoral,2014-07-20,2014-07-14,2014-07-20,399,189,4,2.1164021164021163
Littoral,2014-07-27,2014-07-21,2014-07-27,203,0,0,0.0
Littoral,2014-08-03,2014-07-28,2014-08-03,171,32,1,3.125
Littoral,2014-08-10,2014-08-04,2014-08-10,222,81,2,2.469135802469136
Littoral,2014-08-17,2014-08-11,2014-08-17,534,193,4,2.072538860103627
Littoral,2014-08-24,2014-08-18,2014-08-24,305,151,2,1.3245033112582782
Littoral,2014-08-31,2014-08-25,2014-08-31,196,96,5,5.208333333333334
Littoral,2014-09-07,2014-09-01,2014-09-07,2,1,0,0.0
Littoral,2014-09-14,2014-09-08,2014-09-14,325,135,3,2.2222222222222223
Littoral,2014-09-21,2014-09-15,2014-09-21,212,64,1,1.5625
Littoral,2014-09-28,2014-09-22,2014-09-28,256,133,2,1.5037593984962403
Littoral,2014-10-05,2014-09-29,2014-10-05,59,18,0,0.0
Littoral,2014-10-12,2014-10-06,2014-10-12,388,194,5,2.5773195876288657
Littoral,2014-10-19,2014-10-13,2014-10-19,53,24,0,0.0
Littoral,2014-10-26,2014-10-20,2014-10-26,259,71,1,1.4084507042253522
Littoral,2014-11-02,2014-10-27,2014-11-02,0,0,0,0.0
Littoral,2014-11-09,2014-11-03,2014-11-09,296,100,2,2.0
Littoral,2014-11-16,2014-11-10,2014-11-16,59,0,0,0.0
Littoral,2014-11-23,2014-11-17,2014-11-23,102,52,1,1.9230769230769231
Littoral,2014-11-30,2014-11-24,2014-11-30,35,0,0,0.0
Littoral,2014-12-07,2014-12-01,2014-12-07,28,14,0,0.0
Littoral,2014-12-14,2014-12-08,2014-12-14,11,0,0,0.0
Littoral,2014-12-21,2014-12-15,2014-12-21,49,7,0,0.0
Littoral,2014-12-28,2014-12-22,2014-12-28,103,25,0,0.0
Littoral,2015-01-04,2014-12-29,2015-01-04,27,15,0,0.0
Littoral,2015-01-11,2015-01-05,2015-01-11,0,0,0,0.0
Littoral,2015-01-18,2015-01-12,2015-01-18,77,18,0,0.0
Littoral,2015-01-25,2015-01-19,2015-01-25,244,77,0,0.0
Littoral,2015-02-01,2015-01-26,2015-02-01,63,26,1,3.8461538461538463
Littoral,2015-02-08,2015-02-02,2015-02-08,28,0,0,0.0
Littoral,2015-02-15,2015-02-09,2015-02-15,27,14,0,0.0
Littoral,2015-02-22,2015-02-16,2015-02-22,77,0,0,0.0
Littoral,2015-03-01,2015-02-23,2015-03-01,0,0,0,0.0
Littoral,2015-03-08,2015-03-02,2015-03-08,78,27,0,0.0
Littoral,2015-03-15,2015-03-09,2015-03-15,188,62,0,0.0
Littoral,2015-03-22,2015-03-16,2015-03-22,0,0,0,0.0
Littoral,2015-03-29,2015-03-23,2015-03-29,52,26,0,0.0
Littoral,2015-04-05,2015-03-30,2015-04-05,133,66,1,1.5151515151515151
Littoral,2015-04-12,2015-04-06,2015-04-12,83,38,0,0.0
Littoral,2015-04-19,2015-04-13,2015-04-19,292,92,1,1.0869565217391304
Littoral,2015-04-26,2015-04-20,2015-04-26,143,16,0,0.0
Littoral,2015-05-03,2015-04-27,2015-05-03,28,0,0,0.0
Littoral,2015-05-10,2015-05-04,2015-05-10,135,38,0,0.0
Littoral,2015-05-17,2015-05-11,2015-05-17,317,74,0,0.0
Littoral,2015-05-24,2015-05-18,2015-05-24,654,226,8,3.5398230088495577
Littoral,2015-05-31,2015-05-25,2015-05-31,223,76,2,2.631578947368421
Littoral,2015-06-07,2015-06-01,2015-06-07,88,21,0,0.0
Littoral,2015-06-14,2015-06-08,2015-06-14,241,137,6,4.37956204379562
Littoral,2015-06-21,2015-06-15,2015-06-21,219,117,3,2.564102564102564
Littoral,2015-06-28,2015-06-22,2015-06-28,139,22,1,4.545454545454546
Littoral,2015-07-05,2015-06-29,2015-07-05,161,69,1,1.4492753623188406
Littoral,2015-07-12,2015-07-06,2015-07-12,545,47,2,4.25531914893617
Littoral,2015-07-19,2015-07-13,2015-07-19,140,55,0,0.0
Littoral,2015-07-26,2015-07-20,2015-07-26,382,232,3,1.293103448275862
Littoral,2015-08-02,2015-07-27,2015-08-02,267,43,1,2.3255813953488373
Littoral,2015-08-09,2015-08-03,2015-08-09,115,33,1,3.0303030303030303
Littoral,2015-08-16,2015-08-10,2015-08-16,883,345,5,1.4492753623188406
Littoral,2015-08-23,2015-08-17,2015-08-23,386,202,5,2.4752475247524752
Littoral,2015-08-30,2015-08-24,2015-08-30,121,8,0,0.0
Littoral,2015-09-06,2015-08-31,2015-09-06,82,42,1,2.380952380952381
Littoral,2015-09-13,2015-09-07,2015-09-13,302,43,1,2.3255813953488373
Littoral,2015-09-20,2015-09-14,2015-09-20,359,83,2,2.409638554216868
Littoral,2015-09-27,2015-09-21,2015-09-27,596,136,2,1.4705882352941175
Littoral,2015-10-04,2015-09-28,2015-10-04,279,120,2,1.6666666666666667
Littoral,2015-10-11,2015-10-05,2015-10-11,116,51,0,0.0
Littoral,2015-10-18,2015-10-12,2015-10-18,421,232,3,1.293103448275862
Littoral,2015-10-25,2015-10-19,2015-10-25,157,63,1,1.5873015873015872
Littoral,2015-11-01,2015-10-26,2015-11-01,200,87,2,2.2988505747126435
Littoral,2015-11-08,2015-11-02,2015-11-08,392,73,1,1.36986301369863
Littoral,2015-11-15,2015-11-09,2015-11-15,146,70,1,1.4285714285714286
Littoral,2015-11-22,2015-11-16,2015-11-22,74,11,0,0.0
Littoral,2015-11-29,2015-11-23,2015-11-29,68,29,1,3.4482758620689653
Littoral,2015-12-06,2015-11-30,2015-12-06,182,67,0,0.0
Littoral,2015-12-13,2015-12-07,2015-12-13,27,0,0,0.0
Littoral,2015-12-20,2015-12-14,2015-12-20,331,157,3,1.910828025477707
Littoral,2015-12-27,2015-12-21,2015-12-27,0,0,0,0.0
Littoral,2016-01-10,2016-01-04,2016-01-10,87,0,0,0.0
Littoral,2016-01-17,2016-01-11,2016-01-17,76,10,0,0.0
Littoral,2016-01-24,2016-01-18,2016-01-24,76,0,0,0.0
Littoral,2016-01-31,2016-01-25,2016-01-31,0,0,0,0.0
Littoral,2016-02-07,2016-02-01,2016-02-07,132,20,0,0.0
Littoral,2016-02-14,2016-02-08,2016-02-14,188,43,1,2.3255813953488373
Littoral,2016-02-21,2016-02-15,2016-02-21,152,79,2,2.5316455696202533
Littoral,2016-02-28,2016-02-22,2016-02-28,275,18,0,0.0
Littoral,2016-03-06,2016-02-29,2016-03-06,126,47,1,2.127659574468085
Littoral,2016-03-13,2016-03-07,2016-03-13,0,0,0,0.0
Littoral,2016-03-20,2016-03-14,2016-03-20,43,18,1,5.555555555555555
Littoral,2016-03-27,2016-03-21,2016-03-27,413,186,2,1.0752688172043012
Littoral,2016-04-03,2016-03-28,2016-04-03,111,52,1,1.9230769230769231
Littoral,2016-04-10,2016-04-04,2016-04-10,261,21,0,0.0
Littoral,2016-04-17,2016-04-11,2016-04-17,288,45,0,0.0
Littoral,2016-04-24,2016-04-18,2016-04-24,91,40,1,2.5
Littoral,2016-05-01,2016-04-25,2016-05-01,323,0,1,0.0
Littoral,2016-05-08,2016-05-02,2016-05-08,81,38,1,2.631578947368421
Littoral,2016-05-15,2016-05-09,2016-05-15,712,0,0,0.0
Littoral,2016-05-22,2016-05-16,2016-05-22,530,131,4,3.0534351145038165
Littoral,2016-05-29,2016-05-23,2016-05-29,358,110,3,2.727272727272727
Littoral,2016-06-05,2016-05-30,2016-06-05,219,77,0,0.0
Littoral,2016-06-12,2016-06-06,2016-06-12,427,127,0,0.0
Littoral,2016-06-19,2016-06-13,2016-06-19,350,85,2,2.3529411764705883
Littoral,2016-06-26,2016-06-20,2016-06-26,465,117,1,0.8547008547008548
Littoral,2016-07-03,2016-06-27,2016-07-03,108,62,0,0.0
Littoral,2016-07-10,2016-07-04,2016-07-10,210,48,0,0.0
Littoral,2016-07-17,2016-07-11,2016-07-17,244,115,1,0.8695652173913043
Littoral,2016-07-24,2016-07-18,2016-07-24,611,222,3,1.351351351351351
Littoral,2016-07-31,2016-07-25,2016-07-31,287,84,2,2.380952380952381
Littoral,2016-08-07,2016-08-01,2016-08-07,517,247,3,1.214574898785425
Littoral,2016-08-14,2016-08-08,2016-08-14,462,68,1,1.4705882352941175
Littoral,2016-08-21,2016-08-15,2016-08-21,338,57,0,0.0
Littoral,2016-08-28,2016-08-22,2016-08-28,474,82,1,1.2195121951219512
Littoral,2016-09-04,2016-08-29,2016-09-04,324,158,4,2.5316455696202533
Littoral,2016-09-11,2016-09-05,2016-09-11,312,152,2,1.3157894736842104
Littoral,2016-09-18,2016-09-12,2016-09-18,177,92,2,2.1739130434782608
Littoral,2016-09-25,2016-09-19,2016-09-25,437,302,5,1.6556291390728477
Littoral,2016-10-02,2016-09-26,2016-10-02,110,56,1,1.7857142857142856
Littoral,2016-10-09,2016-10-03,2016-10-09,112,61,1,1.639344262295082
Littoral,2016-10-16,2016-10-10,2016-10-16,153,64,2,3.125
Littoral,2016-10-23,2016-10-17,2016-10-23,221,30,1,3.333333333333333
Littoral,2016-10-30,2016-10-24,2016-10-30,269,88,2,2.272727272727273
Littoral,2016-11-06,2016-10-31,2016-11-06,202,58,1,1.7241379310344829
Littoral,2016-11-13,2016-11-07,2016-11-13,0,0,0,0.0
Littoral,2016-11-20,2016-11-14,2016-11-20,359,0,0,0.0
Littoral,2016-11-27,2016-11-21,2016-11-27,277,70,1,1.4285714285714286
Littoral,2016-12-04,2016-11-28,2016-12-04,52,14,0,0.0
Littoral,2016-12-11,2016-12-05,2016-12-11,88,26,1,3.8461538461538463
Littoral,2016-12-18,2016-12-12,2016-12-18,290,26,0,0.0
Littoral,2016-12-25,2016-12-19,2016-12-25,105,28,0,0.0
Littoral,2017-01-01,2016-12-26,2017-01-01,61,10,0,0.0
Littoral,2017-01-08,2017-01-02,2017-01-08,29,0,1,0.0
Littoral,2017-01-15,2017-01-09,2017-01-15,45,17,0,0.0
Littoral,2017-01-22,2017-01-16,2017-01-22,35,18,1,5.555555555555555
Littoral,2017-01-29,2017-01-23,2017-01-29,78,3,0,0.0
Littoral,2017-02-05,2017-01-30,2017-02-05,200,60,0,0.0
Littoral,2017-02-12,2017-02-06,2017-02-12,329,85,0,0.0
Littoral,2017-02-19,2017-02-13,2017-02-19,19,9,0,0.0
Littoral,2017-02-26,2017-02-20,2017-02-26,54,20,0,0.0
Littoral,2017-03-05,2017-02-27,2017-03-05,221,28,0,0.0
Littoral,2017-03-12,2017-03-06,2017-03-12,95,0,0,0.0
Littoral,2017-03-19,2017-03-13,2017-03-19,205,79,0,0.0
Littoral,2017-03-26,2017-03-20,2017-03-26,104,43,0,0.0
Littoral,2017-04-02,2017-03-27,2017-04-02,98,64,1,1.5625
Littoral,2017-04-09,2017-04-03,2017-04-09,308,40,1,2.5
Littoral,2017-04-16,2017-04-10,2017-04-16,141,59,2,3.389830508474576
Littoral,2017-04-23,2017-04-17,2017-04-23,133,51,1,1.96078431372549
Littoral,2017-04-30,2017-04-24,2017-04-30,169,72,1,1.3888888888888888
Littoral,2017-05-07,2017-05-01,2017-05-07,150,70,1,1.4285714285714286
Littoral,2017-05-14,2017-05-08,2017-05-14,136,0,0,0.0
Littoral,2017-05-21,2017-05-15,2017-05-21,0,0,0,0.0
Littoral,2017-05-28,2017-05-22,2017-05-28,393,125,3,2.4
Littoral,2017-06-04,2017-05-29,2017-06-04,263,102,2,1.96078431372549
Littoral,2017-06-11,2017-06-05,2017-06-11,140,54,1,1.851851851851852
Littoral,2017-06-18,2017-06-12,2017-06-18,573,335,9,2.686567164179104
Littoral,2017-06-25,2017-06-19,2017-06-25,252,132,2,1.5151515151515151
Littoral,2017-07-02,2017-06-26,2017-07-02,558,221,3,1.3574660633484164
Littoral,2017-07-09,2017-07-03,2017-07-09,135,65,1,1.5384615384615383
Littoral,2017-07-16,2017-07-10,2017-07-16,264,73,2,2.73972602739726
Littoral,2017-07-23,2017-07-17,2017-07-23,470,208,3,1.4423076923076923
Littoral,2017-07-30,2017-07-24,2017-07-30,30,20,1,5.0
Littoral,2017-08-06,2017-07-31,2017-08-06,84,34,1,2.941176470588235
Littoral,2017-08-13,2017-08-07,2017-08-13,1074,484,9,1.859504132231405
Littoral,2017-08-20,2017-08-14,2017-08-20,301,51,0,0.0
Littoral,2017-08-27,2017-08-21,2017-08-27,277,93,1,1.0752688172043012
Littoral,2017-09-03,2017-08-28,2017-09-03,765,417,6,1.4388489208633095
Littoral,2017-09-10,2017-09-04,2017-09-10,466,200,3,1.5
Littoral,2017-09-17,2017-09-11,2017-09-17,174,47,2,4.25531914893617
Littoral,2017-09-24,2017-09-18,2017-09-24,639,94,3,3.191489361702128
Littoral,2017-10-01,2017-09-25,2017-10-01,93,39,1,2.564102564102564
Littoral,2017-10-08,2017-10-02,2017-10-08,231,111,1,0.9009009009009008
Littoral,2017-10-15,2017-10-09,2017-10-15,644,236,2,0.847457627118644
Littoral,2017-10-22,2017-10-16,2017-10-22,523,114,1,0.8771929824561403
Littoral,2017-10-29,2017-10-23,2017-10-29,183,101,1,0.99009900990099
Littoral,2017-11-05,2017-10-30,2017-11-05,0,0,0,0.0
Littoral,2017-11-12,2017-11-06,2017-11-12,279,38,0,0.0
Littoral,2017-11-19,2017-11-13,2017-11-19,185,97,3,3.09278350515464
Littoral,2017-11-26,2017-11-20,2017-11-26,153,35,1,2.857142857142857
Littoral,2017-12-03,2017-11-27,2017-12-03,21,5,0,0.0
Littoral,2017-12-10,2017-12-04,2017-12-10,12,0,0,0.0
Littoral,2017-12-17,2017-12-11,2017-12-17,32,11,0,0.0
Littoral,2017-12-24,2017-12-18,2017-12-24,72,6,0,0.0
Littoral,2017-12-31,2017-12-25,2017-12-31,54,10,0,0.0
Littoral,2018-08-26,2018-08-20,2018-08-26,200,86,2,2.3255813953488373
Littoral,2019-12-29,2018-12-31,2019-12-29,157,35,0,0.0
North,2010-01-10,2010-01-04,2010-01-10,85,44,0,0.0
North,2010-01-17,2010-01-11,2010-01-17,61,24,0,0.0
North,2010-01-24,2010-01-18,2010-01-24,86,36,0,0.0
North,2010-01-31,2010-01-25,2010-01-31,0,0,0,0.0
North,2010-02-07,2010-02-01,2010-02-07,0,0,0,0.0
North,2010-02-14,2010-02-08,2010-02-14,86,30,0,0.0
North,2010-02-21,2010-02-15,2010-02-21,121,37,0,0.0
North,2010-02-28,2010-02-22,2010-02-28,40,21,0,0.0
North,2010-03-07,2010-03-01,2010-03-07,0,0,0,0.0
North,2010-03-14,2010-03-08,2010-03-14,31,17,0,0.0
North,2010-03-21,2010-03-15,2010-03-21,0,0,0,0.0
North,2010-03-28,2010-03-22,2010-03-28,56,14,2,14.285714285714285
North,2010-04-04,2010-03-29,2010-04-04,21,0,0,0.0
North,2010-04-11,2010-04-05,2010-04-11,22,0,1,0.0
North,2010-04-18,2010-04-12,2010-04-18,145,47,1,2.127659574468085
North,2010-04-25,2010-04-19,2010-04-25,239,24,1,4.166666666666666
North,2010-05-02,2010-04-26,2010-05-02,121,13,0,0.0
North,2010-05-09,2010-05-03,2010-05-09,120,64,1,1.5625
North,2010-05-16,2010-05-10,2010-05-16,87,34,0,0.0
North,2010-05-23,2010-05-17,2010-05-23,0,0,0,0.0
North,2010-05-30,2010-05-24,2010-05-30,328,105,2,1.9047619047619049
North,2010-06-06,2010-05-31,2010-06-06,364,163,2,1.2269938650306749
North,2010-06-13,2010-06-07,2010-06-13,0,0,0,0.0
North,2010-06-20,2010-06-14,2010-06-20,142,69,0,0.0
North,2010-06-27,2010-06-21,2010-06-27,248,74,1,1.351351351351351
North,2010-07-04,2010-06-28,2010-07-04,0,0,0,0.0
North,2010-07-11,2010-07-05,2010-07-11,133,0,0,0.0
North,2010-07-18,2010-07-12,2010-07-18,435,157,3,1.910828025477707
North,2010-07-25,2010-07-19,2010-07-25,374,30,0,0.0
North,2010-08-01,2010-07-26,2010-08-01,41,21,0,0.0
North,2010-08-08,2010-08-02,2010-08-08,92,27,0,0.0
North,2010-08-15,2010-08-09,2010-08-15,347,121,0,0.0
North,2010-08-22,2010-08-16,2010-08-22,443,42,1,2.380952380952381
North,2010-08-29,2010-08-23,2010-08-29,255,119,2,1.680672268907563
North,2010-09-05,2010-08-30,2010-09-05,571,95,3,3.1578947368421053
North,2010-09-12,2010-09-06,2010-09-12,297,107,2,1.8691588785046729
North,2010-09-19,2010-09-13,2010-09-19,215,102,1,0.9803921568627452
North,2010-09-26,2010-09-20,2010-09-26,459,116,3,2.586206896551724
North,2010-10-03,2010-09-27,2010-10-03,518,194,2,1.0309278350515465
North,2010-10-10,2010-10-04,2010-10-10,232,103,2,1.9417475728155336
North,2010-10-17,2010-10-11,2010-10-17,526,246,8,3.252032520325204
North,2010-10-24,2010-10-18,2010-10-24,73,16,0,0.0
North,2010-10-31,2010-10-25,2010-10-31,106,56,1,1.7857142857142856
North,2010-11-07,2010-11-01,2010-11-07,46,18,0,0.0
North,2010-11-14,2010-11-08,2010-11-14,107,15,0,0.0
North,2010-11-21,2010-11-15,2010-11-21,183,110,2,1.818181818181818
North,2010-11-28,2010-11-22,2010-11-28,86,39,1,2.564102564102564
North,2010-12-05,2010-11-29,2010-12-05,27,0,0,0.0
North,2010-12-12,2010-12-06,2010-12-12,83,37,0,0.0
North,2010-12-19,2010-12-13,2010-12-19,85,0,0,0.0
North,2010-12-26,2010-12-20,2010-12-26,27,17,0,0.0
North,2011-01-02,2010-12-27,2011-01-02,18,6,0,0.0
North,2011-01-09,2011-01-03,2011-01-09,0,0,0,0.0
North,2011-01-16,2011-01-10,2011-01-16,52,10,0,0.0
North,2011-01-23,2011-01-17,2011-01-23,43,22,0,0.0
North,2011-01-30,2011-01-24,2011-01-30,29,13,1,7.6923076923076925
North,2011-02-06,2011-01-31,2011-02-06,49,24,0,0.0
North,2011-02-13,2011-02-07,2011-02-13,54,23,1,4.3478260869565215
North,2011-02-20,2011-02-14,2011-02-20,0,0,0,0.0
North,2011-02-27,2011-02-21,2011-02-27,49,0,0,0.0
North,2011-03-06,2011-02-28,2011-03-06,0,0,0,0.0
North,2011-03-13,2011-03-07,2011-03-13,19,9,0,0.0
North,2011-03-20,2011-03-14,2011-03-20,11,6,0,0.0
North,2011-03-27,2011-03-21,2011-03-27,30,9,0,0.0
North,2011-04-03,2011-03-28,2011-04-03,20,9,0,0.0
North,2011-04-10,2011-04-04,2011-04-10,139,78,0,0.0
North,2011-04-17,2011-04-11,2011-04-17,33,9,0,0.0
North,2011-04-24,2011-04-18,2011-04-24,96,32,0,0.0
North,2011-05-01,2011-04-25,2011-05-01,31,15,1,6.666666666666667
North,2011-05-08,2011-05-02,2011-05-08,92,16,0,0.0
North,2011-05-15,2011-05-09,2011-05-15,447,150,7,4.666666666666667
North,2011-05-22,2011-05-16,2011-05-22,224,74,3,4.054054054054054
North,2011-05-29,2011-05-23,2011-05-29,511,160,6,3.75
North,2011-06-05,2011-05-30,2011-06-05,596,141,7,4.964539007092199
North,2011-06-12,2011-06-06,2011-06-12,630,105,2,1.9047619047619049
North,2011-06-19,2011-06-13,2011-06-19,618,139,7,5.035971223021583
North,2011-06-26,2011-06-20,2011-06-26,594,165,6,3.636363636363636
North,2011-07-03,2011-06-27,2011-07-03,24,12,0,0.0
North,2011-07-10,2011-07-04,2011-07-10,908,282,7,2.4822695035460995
North,2011-07-17,2011-07-11,2011-07-17,808,294,8,2.7210884353741496
North,2011-07-24,2011-07-18,2011-07-24,768,100,4,4.0
North,2011-07-31,2011-07-25,2011-07-31,466,179,7,3.910614525139665
North,2011-08-07,2011-08-01,2011-08-07,782,281,10,3.558718861209965
North,2011-08-14,2011-08-08,2011-08-14,961,367,9,2.452316076294278
North,2011-08-21,2011-08-15,2011-08-21,700,286,9,3.146853146853147
North,2011-08-28,2011-08-22,2011-08-28,805,375,6,1.6
North,2011-09-04,2011-08-29,2011-09-04,807,334,5,1.497005988023952
North,2011-09-11,2011-09-05,2011-09-11,619,279,9,3.225806451612903
North,2011-09-18,2011-09-12,2011-09-18,677,187,6,3.2085561497326207
North,2011-09-25,2011-09-19,2011-09-25,878,257,5,1.9455252918287933
North,2011-10-02,2011-09-26,2011-10-02,500,92,2,2.1739130434782608
North,2011-10-09,2011-10-03,2011-10-09,413,148,4,2.702702702702702
North,2011-10-16,2011-10-10,2011-10-16,505,222,4,1.8018018018018016
North,2011-10-23,2011-10-17,2011-10-23,248,39,2,5.128205128205128
North,2011-10-30,2011-10-24,2011-10-30,250,125,1,0.8
North,2011-11-06,2011-10-31,2011-11-06,137,41,1,2.4390243902439024
North,2011-11-13,2011-11-07,2011-11-13,201,58,1,1.7241379310344829
North,2011-11-20,2011-11-14,2011-11-20,115,56,2,3.571428571428571
North,2011-11-27,2011-11-21,2011-11-27,45,4,0,0.0
North,2011-12-04,2011-11-28,2011-12-04,39,9,0,0.0
North,2011-12-18,2011-12-12,2011-12-18,23,6,0,0.0
North,2011-12-25,2011-12-19,2011-12-25,7,3,0,0.0
North,2012-01-01,2011-12-26,2012-01-01,0,0,0,0.0
North,2012-01-08,2012-01-02,2012-01-08,35,21,1,4.761904761904762
